99	875.0	300.0	10.0	31.11	428031.62
100	875.0	300.0	50.0	18.61	406709.81
101	875.0	700.0	10.0	21.84	380275.24
102	875.0	700.0	50.0	17.09	387673.59
103	965.0	300.0	10.0	26.49	290891.97
104	965.0	300.0	50.0	35.98	254822.39
105	965.0	700.0	10.0	25.87	215598.88
106	965.0	700.0	50.0	40.03	225634.23
107	953.1	343.3	11.2	27.19	274309.73
108	875.8	588.9	18.2	20.59	403560.68
109	877.8	569.4	35.3	17.93	381133.63
110	889.6	438.3	43.6	18.27	379060.45
111	883.3	674.1	29.5	17.79	379028.65
112	885.8	422.8	42.6	18.55	396492.19
113	882.7	410.3	27.3	21.30	397796.92
114	882.0	461.2	21.3	21.90	406639.17
115	954.4	513.0	31.3	36.60	236692.84
116	954.1	334.3	48.6	34.91	229522.44
117	961.5	374.9	12.2	27.97	225959.59
118	927.0	561.2	14.1	25.29	317151.38
119	957.7	387.3	34.4	36.42	256046.55
120	895.4	663.8	49.9	18.71	363622.51
121	921.9	630.6	12.8	24.10	311323.75
122	917.4	624.4	43.5	23.29	319454.09
123	900.6	525.4	31.1	19.43	360641.45
124	942.0	571.0	39.7	31.89	280939.83
125	899.1	565.1	14.3	20.87	361011.36
126	919.6	606.4	19.7	25.07	312584.08
127	904.3	331.2	40.4	20.42	363336.02
128	930.9	682.5	47.1	28.61	287966.29
129	911.7	303.8	45.1	21.01	296094.00
130	930.3	643.0	26.5	29.21	295624.96
131	950.8	362.8	26.2	32.78	223917.61
132	933.4	631.2	30.6	29.98	286769.91
133	896.3	693.8	17.7	19.97	335702.81
134	890.7	373.8	26.7	21.29	382271.71
135	962.1	301.2	10.1	26.58	249551.14
136	906.2	692.4	42.3	21.02	338890.84
137	912.3	607.3	42.9	20.92	301778.59
138	936.4	302.5	32.5	28.76	319795.37
139	875.3	666.8	46.7	16.79	397621.06
140	948.1	488.0	17.7	30.99	239090.97
141	900.9	492.2	30.2	17.95	299577.36
142	963.5	520.5	34.2	38.80	236388.76
143	895.7	482.0	28.5	19.97	351414.77
144	951.9	697.6	21.1	34.63	217596.56
145	918.6	404.9	25.3	23.49	333450.59
146	922.2	441.1	25.7	25.17	292297.85
147	934.6	687.1	24.7	30.46	239917.80
148	929.4	653.4	27.6	30.02	283601.52
149	920.7	355.8	49.9	23.30	280647.85
150	899.5	613.8	41.7	19.63	351910.78
151	923.0	429.0	46.5	24.62	319887.61
152	880.1	531.2	24.1	20.41	394203.16
153	909.8	495.7	15.2	22.02	346678.76
154	875.3	537.6	33.4	18.19	398043.51
155	919.9	610.6	37.4	23.69	283951.52
156	902.8	321.9	26.8	19.52	310204.72
157	935.3	561.5	25.9	30.84	285354.39
158	878.2	603.0	20.9	20.08	383775.24
159	963.1	319.3	17.1	33.30	272115.49
160	937.9	366.3	46.2	29.39	295652.93
161	882.3	500.0	36.1	18.46	385086.14
162	902.4	539.1	38.3	18.50	316083.44
163	901.5	595.6	32.8	19.38	351985.17
164	888.5	484.0	28.8	20.14	389205.49
165	934.0	357.7	23.8	29.65	310207.14
166	952.7	508.1	43.2	35.12	235925.06
167	894.3	433.9	42.7	18.38	382667.16
168	892.6	521.9	40.2	18.06	372609.40
169	935.8	542.9	11.9	25.58	302318.24
170	912.5	651.0	26.4	22.05	328587.04
171	914.5	479.0	35.6	22.43	330775.92
172	956.0	535.9	37.6	36.97	254974.88
173	903.1	618.5	16.1	20.30	343233.82
174	959.0	337.4	29.0	36.57	266961.60
175	933.7	550.5	23.9	29.83	292234.05
176	956.8	469.0	27.1	36.67	257095.62
177	900.5	315.2	19.0	21.46	331114.99
178	894.8	656.4	38.0	15.54	332088.33
179	954.6	604.7	44.4	35.76	205848.21
180	878.4	601.7	37.3	17.36	375832.77
181	955.7	380.8	12.5	28.83	279976.85
182	896.1	361.8	39.5	19.86	378504.57
183	897.0	388.1	32.1	20.46	363151.46
184	938.6	542.0	10.5	24.10	279138.68
185	936.1	385.3	26.6	29.10	311024.03
186	939.5	621.9	24.6	32.02	239828.66
187	916.1	510.3	40.9	23.16	321341.30
188	948.8	690.2	42.1	35.78	257541.83
189	915.0	309.0	13.5	25.40	377222.19
190	888.5	397.2	31.8	20.35	385589.69
191	905.1	574.3	12.4	21.27	353636.74
192	963.3	455.5	20.7	36.35	257916.69
193	940.4	397.7	14.8	28.28	312410.02
194	908.6	671.0	21.5	21.58	323174.57
195	941.7	485.7	47.2	30.71	282701.65
196	918.9	434.8	40.1	23.87	327671.16
197	891.0	369.4	49.6	18.32	380159.50
198	947.8	323.3	19.8	32.21	288837.50
199	959.9	644.1	36.1	38.43	248924.41
200	964.5	612.6	22.5	37.60	224829.50
201	881.9	649.3	24.5	18.55	367513.50
202	896.6	351.2	20.2	22.90	376908.87
203	924.0	513.8	26.9	25.19	325385.23
204	888.9	346.9	47.8	16.01	332976.13
205	953.4	598.0	43.3	35.46	228706.08
206	964.1	391.5	27.5	36.47	222920.97
207	913.9	311.9	48.5	22.13	344418.38
208	925.1	666.7	44.1	26.77	257660.11
209	927.8	691.4	11.5	24.51	293215.99
210	910.1	308.0	39.2	22.13	353982.32
211	916.6	335.8	28.9	23.56	351579.44
212	949.7	329.8	27.8	33.08	250988.47
213	898.4	593.1	45.4	18.89	362566.52
214	962.8	458.8	33.6	37.00	200504.19
215	953.7	426.9	13.6	29.87	277566.42
216	887.2	629.3	14.2	20.58	373075.56
217	913.0	511.7	18.9	23.11	318436.65
218	946.6	390.6	30.3	33.67	243966.73
219	937.5	328.9	33.3	30.18	240241.67
220	924.5	372.9	36.7	25.46	322369.55
221	946.9	313.8	29.1	32.36	294591.12
222	893.5	677.1	13.3	18.47	300416.80
223	898.2	641.8	15.6	20.21	342515.02
224	945.2	381.8	10.3	25.40	252093.79
225	962.4	516.8	33.2	38.71	247200.86
226	920.1	305.9	19.9	24.70	285257.27
227	909.1	559.9	39.0	21.59	317392.64
228	944.5	620.4	36.9	34.50	263417.79
229	958.1	563.8	43.1	36.63	253237.09
230	907.5	326.1	11.9	24.78	351651.64
231	929.9	587.7	45.7	27.13	303600.78
232	912.0	505.9	22.3	22.24	339654.57
233	886.5	353.1	10.6	28.71	414888.39
234	915.9	410.9	38.4	22.08	284871.06
235	881.4	365.1	41.5	19.34	405479.85
236	936.8	378.7	33.7	29.52	285702.48
237	945.8	399.1	38.9	33.08	275283.76
238	895.3	474.6	15.7	22.77	374180.84
239	899.7	637.6	17.5	20.08	348123.01
240	943.9	324.8	43.9	31.65	230223.82
241	928.5	426.4	16.6	26.79	260011.74
242	932.6	583.6	35.8	29.07	299944.38
243	926.7	386.5	18.4	26.45	333499.51
244	910.6	648.4	46.8	22.34	334752.60
245	928.9	461.9	11.7	24.80	325055.39
246	904.9	627.7	36.4	20.54	330777.90
247	891.4	432.8	24.9	21.02	374380.00
248	932.3	501.2	13.0	26.31	307084.61
249	893.1	392.9	25.2	21.34	376485.03
250	945.1	541.1	11.4	25.85	266707.12
251	927.2	536.3	24.3	27.75	300115.92
252	937.4	465.6	23.6	29.95	252248.62
253	892.8	332.6	37.8	20.36	379233.75
254	915.6	519.0	12.4	23.54	332365.04
255	918.2	359.5	35.1	24.22	306150.85
256	957.1	350.3	20.3	34.82	251312.49
257	946.4	553.2	13.4	29.48	259067.19
258	940.0	336.6	21.8	31.15	302374.23
259	913.1	480.5	34.9	22.26	337461.66
260	913.7	640.9	32.2	22.20	328291.43
261	907.0	680.9	29.2	20.97	330343.70
262	940.4	554.7	44.2	32.06	270686.73
263	926.5	581.2	40.9	26.48	306888.36
264	964.9	567.5	15.0	33.24	239397.97
265	900.1	600.0	28.0	19.42	326129.96
266	924.5	558.6	49.5	25.02	315617.86
267	931.6	626.4	48.2	27.39	294738.86
268	882.8	576.6	45.6	13.03	325352.67
269	876.7	609.2	28.6	18.13	395615.22
270	959.5	436.6	47.5	37.27	254902.75
271	957.5	317.4	29.8	35.60	270177.84
272	925.0	310.5	45.0	25.12	328125.36
273	883.5	405.6	33.7	20.57	396275.95
274	961.8	452.0	41.8	37.27	208407.63
275	911.3	683.6	42.0	22.35	268212.67
276	956.0	439.7	35.5	36.71	264851.46
277	920.6	419.0	43.8	23.49	330410.91
278	891.8	530.3	29.7	19.49	380477.01
279	925.4	393.4	22.7	26.27	324715.03
280	906.0	361.2	23.1	22.25	355267.98
281	905.4	401.9	37.1	20.52	350499.71
282	939.3	490.2	18.4	30.35	291324.15
283	958.1	565.7	23.6	37.22	249470.48
284	885.0	467.0	14.8	21.69	347187.92
285	917.9	596.1	49.3	23.62	324431.60
286	904.5	652.1	31.1	20.46	332631.93
287	908.0	645.6	20.1	20.73	338493.56
288	907.4	636.0	11.1	21.31	335571.30
289	947.1	416.8	38.6	33.22	278502.05
290	910.8	679.0	22.0	22.62	281895.95
291	893.8	488.7	37.9	18.87	355829.60
292	933.0	659.0	47.7	28.80	290199.82
293	876.3	339.9	16.8	25.34	424365.36
294	923.9	646.7	21.1	26.89	303791.34
295	914.2	445.3	13.8	23.39	356865.41
296	942.5	677.4	41.4	33.20	227533.00
297	944.7	534.6	33.1	33.64	281568.73
298	921.1	669.5	29.4	25.62	305612.68
299	942.6	699.6	15.9	31.88	250824.90
300	879.0	475.8	32.3	19.34	403216.89
301	950.0	367.1	30.7	32.99	241040.02
302	897.9	594.3	20.4	20.04	342591.55
303	941.5	544.8	47.1	31.32	278264.98
304	918.1	582.5	16.4	24.31	314977.13
305	886.2	658.4	38.7	17.91	363128.23
306	950.6	557.2	33.9	35.14	267047.70
307	954.9	664.3	49.1	36.75	251253.60
308	877.1	412.3	10.8	27.81	436628.99
309	946.0	668.8	19.3	34.41	245817.18
310	878.9	578.0	30.9	18.49	393362.14
311	879.2	660.2	25.4	18.08	376293.65
312	921.7	695.1	25.0	27.41	287344.14
313	915.4	470.7	45.3	23.14	324113.96
314	926.2	356.8	20.6	26.30	284225.25
315	880.9	344.6	17.9	25.16	413368.10
316	887.8	502.2	37.0	18.48	370676.85
317	917.0	353.8	37.7	23.38	340720.18
318	877.5	442.3	46.0	17.78	410044.85
319	885.2	575.6	48.4	17.84	386377.10
320	930.5	464.8	29.9	27.81	310395.08
321	911.0	634.8	40.6	22.05	333112.25
322	931.9	591.9	32.0	29.68	281317.98
323	879.7	503.4	34.8	18.64	395539.66
324	891.5	551.1	22.8	19.96	371197.34
325	959.3	415.0	23.3	34.83	232716.12
326	914.6	532.8	44.5	22.29	325418.80
327	934.2	340.1	26.1	29.10	319313.78
328	952.5	483.2	46.4	34.87	263352.45
329	894.2	616.9	14.0	20.62	362534.53
330	923.2	403.0	32.7	24.87	336143.13
331	948.4	623.9	19.6	34.78	254590.60
332	909.4	445.9	31.6	19.59	294767.29
333	961.1	514.8	25.5	37.59	252875.45
334	931.2	685.7	40.7	28.53	292642.13
335	897.5	469.8	27.4	20.50	368052.37
336	936.5	523.3	17.3	29.13	260232.90
337	883.8	395.7	34.1	20.46	405792.97
338	885.6	453.8	15.3	22.89	358980.13
339	929.0	546.3	24.1	26.06	278843.59
340	923.6	590.0	48.7	25.00	312480.24
341	887.4	517.6	22.2	19.12	339040.42
342	880.6	639.5	49.3	17.15	385252.65
343	907.8	429.9	39.3	19.61	292641.66
344	951.3	528.0	14.7	29.72	238283.59
345	922.4	615.0	47.6	25.28	309549.57
346	880.2	431.8	46.0	14.51	365539.39
347	890.0	548.5	10.2	24.29	395847.60
348	894.9	417.9	34.5	20.14	360899.60
349	935.3	456.9	15.4	28.19	297628.23
350	938.1	414.5	35.0	30.00	238503.07
351	908.7	327.7	23.0	22.99	353604.05
352	959.9	472.3	18.7	34.75	240417.43
353	903.5	452.3	18.1	21.68	357221.67
354	951.7	497.3	34.5	35.78	269388.37
355	899.0	443.9	48.1	19.04	369401.69
356	932.5	672.7	49.0	29.80	278932.43
357	876.0	573.1	10.8	24.42	403107.29
358	939.0	457.9	11.1	24.59	325598.85
359	934.8	524.6	43.4	29.42	264039.74
360	949.2	601.2	48.8	34.09	262437.80
361	947.5	346.1	13.2	28.97	288652.70
362	938.6	585.0	47.9	29.93	287735.94
363	890.4	632.7	21.4	19.36	362025.20
364	917.3	320.9	45.8	21.47	310021.80
365	921.3	553.7	31.3	24.85	313486.35
366	884.2	619.7	39.9	17.72	376292.24
367	942.8	662.2	40.4	33.48	269666.00
368	944.1	697.3	44.6	32.09	277144.38
369	881.0	478.5	16.4	21.58	365564.83
370	950.9	421.4	39.5	34.65	271089.34
371	955.2	424.9	41.3	35.99	259601.36
372	960.6	304.8	32.6	35.67	227314.32
373	901.2	341.8	39.7	20.48	366435.26
374	940.7	675.8	38.5	32.20	271427.48
375	961.0	504.8	41.1	37.91	249725.13
376	919.2	448.3	12.7	23.98	342800.79
377	906.8	507.2	36.6	20.40	349140.11
378	948.7	685.1	44.8	35.14	258955.50
379	903.2	579.7	22.7	20.10	347125.88
380	926.0	449.5	31.6	26.29	313060.55
381	902.0	371.7	19.2	20.27	318641.72
382	960.4	476.6	18.6	34.13	223518.81
383	964.0	312.3	46.6	36.40	266638.45
384	884.8	497.4	21.6	20.91	390417.03
385	889.8	400.8	44.8	18.71	392844.23
386	884.5	383.2	19.4	23.32	403440.03
387	950.1	368.4	16.2	30.61	299596.16
388	904.0	493.8	42.5	19.72	355698.51
389	943.5	376.5	17.4	30.28	263432.40
390	877.2	316.8	42.2	19.68	402707.89
391	910.4	491.3	35.4	21.04	341751.23
392	887.0	688.7	36.3	18.48	370664.06
393	892.2	378.3	14.4	22.48	343061.22
394	928.3	462.8	30.1	27.98	302866.88
395	905.6	448.0	36.0	20.28	362387.12
396	943.1	407.8	12.1	26.58	314488.46
397	897.6	420.5	23.4	19.90	327992.34
398	929.9	526.9	28.1	28.91	290116.59
399	889.3	586.5	22.1	19.51	371188.03
400	952.1	611.7	28.1	36.35	259077.43
401	888.1	568.3	16.9	20.89	373724.15
402	956.5	547.0	16.0	32.76	259316.09
403	958.4	633.8	16.9	34.29	242116.86
404	902.3	655.2	25.6	19.84	341364.90
405	927.7	408.5	28.3	26.74	314865.48
